Kommune;Stopnr;Linje;Retn.;Stopnavn;På_201902;Af_201902;På_201903;Af_201903;På_202002;Af_202002;På_202003;Af_202003
Furesø;9352;500S;2;Farum Bytorv;173;219;185;237;216;246;135;135
Furesø;9352;55E;2;Farum Bytorv;75;83;97;93;76;76;50;49
#I/T;9354;310R;2;Birkhøjterrasserne;1;8;2;12;0;1;;
Allerød;9356;310R;2;Stutsborg Rideskole;1;4;1;4;1;4;1;2
Allerød;9356;335;2;Stutsborg Rideskole;5;3;2;11;2;6;2;4
Allerød;9357;310R;2;Nymøllevej;5;6;5;6;1;6;1;9
Allerød;9359;336;2;Kirkevangen;4;7;4;15;2;31;3;8
Allerød;9359;338;1;Kirkevangen;0;1;1;1;0;4;0;4
Allerød;9360;336;2;Gjerdesager;8;27;2;19;1;20;1;6
Allerød;9360;338;1;Gjerdesager;0;2;0;2;0;1;0;1
Allerød;9361;310R;2;Solvænget;2;12;3;11;12;11;6;11
Allerød;9362;310R;2;Uggeløse;2;5;2;9;1;10;3;14
Allerød;9363;310R;2;Slangerupvej;0;2;0;0;0;0;1;1
Allerød;9364;310R;2;Engledsvej;0;0;2;0;0;2;3;1
Frederikssund;9365;310R;2;Uggeløse Skov - Vest;0;0;0;1;1;0;0;0
Frederikssund;9366;310R;2;Lindholmvej;4;1;3;3;2;4;3;1
Frederikssund;9367;310R;2;Slangerup Overdrev;3;3;2;3;7;3;5;1
Frederikssund;9368;310R;2;Ny Øvej;15;11;13;8;6;6;5;6
Frederikssund;9369;310R;2;Tulipanvej;23;5;18;1;6;8;12;4
København;937;35;2;Ingolfs Allé;14;0;48;15;;;;
København;937;78;1;Ingolfs Allé;;;;;53;3;53;3
Frederikssund;9370;310R;2;Øvej;4;3;8;5;3;8;4;3
Helsingør;9376;353;2;Klostermosevej Nord;4;10;5;15;2;13;1;11
Helsingør;9377;340;1;Hornbæk st.;1;37;0;43;0;24;0;24
Helsingør;9377;340;2;Hornbæk st.;36;0;49;0;33;1;38;1
Helsingør;9377;347;1;Hornbæk st.;0;37;0;28;0;28;0;37
Helsingør;9377;347;2;Hornbæk st.;27;0;37;0;28;0;35;1
Gribskov;9379;362;2;Dronningmølle st.;12;9;9;5;21;0;22;2
København;938;33;2;Englandsvej;144;52;139;88;110;102;43;54
København;938;35;2;Englandsvej;0;81;17;16;;;;
København;938;78;1;Englandsvej;0;7;2;5;47;8;47;8
Gribskov;9380;363;1;Nakkehoved Strandvej;0;4;0;0;0;1;0;0
Helsingør;9382;340;1;Espergærde st.;54;0;84;0;80;0;60;0
Helsingør;9382;340;2;Espergærde st.;0;67;0;88;0;67;0;57
Helsingør;9383;803;2;Marienlyst Slot;8;3;8;2;13;6;4;3
Helsingør;9384;347;2;Poppelhaven;1;2;2;3;0;5;0;1
Helsingør;9385;347;2;Jollen;1;3;1;3;3;1;2;4
Helsingør;9386;347;1;Jollen;5;0;6;0;5;1;2;1
Helsingør;9387;347;1;Poppelhaven;2;0;1;0;2;0;2;0
København;939;33;2;Tingvej;138;29;110;70;102;66;62;39
København;939;35;2;Tingvej;20;90;32;72;;;;
København;939;78;1;Tingvej;3;6;1;10;30;24;30;24
Helsingør;9393;802;2;Eckersbergvej;6;19;9;16;6;16;3;9
Helsingør;9394;802;2;Mariehøj;13;21;19;27;14;19;4;3
Helsingør;9396;802;1;Søvejen;67;35;69;21;65;35;43;14
Helsingør;9397;802;1;Blichersvej;66;26;47;33;62;27;20;22
Helsingør;9398;802;1;Damvænget;30;10;29;8;18;10;16;4
Helsingør;9399;802;1;Kronborg Ladegårds Vej;43;16;51;20;60;24;29;18
København;940;12;1;Amagerfælled Skole;22;9;21;15;;;;
København;940;33;2;Amagerfælled Skole;88;95;83;67;74;69;47;38
København;940;77;1;Amagerfælled Skole;3;4;4;2;9;10;4;8
Frederikssund;9400;325;2;Bassegrav;0;0;0;0;0;0;0;0
Frederikssund;9401;325;1;Bassegrav;0;4;2;3;1;2;0;0
Gribskov;9403;363;1;Helsinge st.;16;0;16;0;8;0;3;0
Gribskov;9403;363;2;Helsinge st.;0;19;0;20;0;18;0;19
Allerød;9404;336;2;Stenagervej;2;43;1;59;0;38;3;34
Allerød;9405;336;1;Stenagervej;40;0;49;1;40;0;30;0
Furesø;9406;310R;1;Paltholmvej;20;8;27;10;22;11;25;9
Furesø;9406;333;1;Paltholmvej;16;19;19;36;22;32;14;23
Furesø;9406;335;1;Paltholmvej;26;21;37;9;44;14;11;10
Furesø;9407;310R;2;Paltholmvej;4;34;5;37;6;51;13;34
Furesø;9407;335;2;Paltholmvej;11;19;18;13;14;33;11;11
Allerød;9408;335;2;Nymøllevej;0;0;0;4;1;2;2;2
Allerød;9409;336;2;Hillerødvej;0;60;3;42;0;25;0;34
Allerød;9409;338;1;Hillerødvej;0;15;0;17;0;14;0;17
Allerød;9410;310R;1;Nyvangsvej;11;2;14;2;7;2;5;2
Allerød;9410;336;2;Nyvangsvej;2;14;5;19;5;20;4;13
Allerød;9410;338;1;Nyvangsvej;0;0;0;2;0;1;0;1
Allerød;9411;310R;1;Lynge, Hillerødvej;38;28;44;28;39;29;34;30
Allerød;9411;336;1;Lynge, Hillerødvej;72;1;61;1;72;0;55;1
Allerød;9411;336;2;Lynge, Hillerødvej;3;64;0;78;0;70;0;31
Allerød;9411;338;1;Lynge, Hillerødvej;0;3;0;7;0;2;0;3
Allerød;9411;338;2;Lynge, Hillerødvej;6;0;5;0;14;0;17;0
Allerød;9412;336;1;Lynge Skole;63;4;64;3;46;3;56;15
Allerød;9413;336;1;Vrålyngen;2;1;5;1;3;0;3;0
Allerød;9414;335;2;Farremosen;3;2;0;1;5;3;1;0
Allerød;9414;336;1;Farremosen;2;2;1;4;3;0;1;0
Furesø;9415;333;1;Nordtoftevej;1;3;0;4;6;4;14;2
Furesø;9415;334;1;Nordtoftevej;0;0;0;4;0;0;5;0
Furesø;9416;333;1;Fredtofteparken;5;10;0;3;2;9;11;3
Furesø;9416;334;1;Fredtofteparken;2;5;0;2;1;2;3;1
Furesø;9417;333;1;Akacietorvet;3;24;10;37;5;21;24;43
Furesø;9417;334;1;Akacietorvet;0;0;4;16;0;3;1;13
Furesø;9418;334;1;Hestegangen;0;5;0;10;0;9;0;14
Furesø;9419;334;1;Ganløsevej;0;9;0;13;1;4;1;11
Egedal;9420;334;1;Christianshøjvej;0;0;0;2;0;0;0;0
Egedal;9421;334;1;Kalkgården;0;2;0;7;0;3;0;1
Egedal;9422;334;1;Skovgaard;0;0;0;1;0;0;0;0
Egedal;9423;334;1;Farumvej 127;0;0;0;0;0;0;0;0
Egedal;9424;334;1;Nyvangs Allé;0;0;0;1;0;1;1;1
Egedal;9425;334;1;Undinevej;2;0;0;3;0;5;0;12
Egedal;9427;334;1;Farumvej;5;2;5;10;2;18;1;10
Egedal;9428;334;1;Mosevej;0;2;11;12;4;7;8;4
Egedal;9429;334;1;Langtoften;6;5;3;13;2;11;6;10
København;943;12;1;Isafjordsgade;44;49;54;45;;;;
København;943;250S;1;Isafjordsgade;261;23;230;38;;;;
København;943;33;2;Isafjordsgade;74;119;123;86;66;79;47;49
København;943;68;1;Isafjordsgade;;;;;314;29;47;5
Egedal;9430;334;1;Slagslunde Bygade;3;3;2;1;1;0;3;0
Egedal;9431;334;1;Valmuevej;0;0;2;1;5;2;4;0
Egedal;9432;334;1;Thorkildgårdsvej;0;0;0;0;0;0;5;0
Egedal;9433;334;1;Svinemosevej;0;0;0;1;0;3;0;7
Egedal;9435;334;1;Stenpilstræde;4;0;1;0;4;1;3;2
Egedal;9436;334;1;Skovvangsvej;0;0;2;1;6;1;1;1
Egedal;9437;334;1;Rosenvænget;6;3;8;1;12;5;12;2
Egedal;9438;314;2;Helsevej;2;5;0;11;1;7;0;9
Egedal;9438;334;1;Helsevej;8;24;10;30;21;19;8;6
Egedal;9439;314;1;Helsevej;0;0;0;0;5;0;0;0
Egedal;9439;334;2;Helsevej;4;0;11;0;4;0;7;0
#I/T;944;12;1;Langebro;5;6;4;4;;;;
Egedal;9440;334;2;Stenløse, Fr.sundsvej;9;2;3;0;2;0;2;0
Egedal;9441;334;2;Rosenvænget;7;9;5;14;1;19;1;12
Egedal;9442;334;2;Skovvangsvej;0;7;0;5;2;4;1;4
Egedal;9443;334;2;Stenpilstræde;2;14;1;4;0;9;3;0
Egedal;9444;334;2;Søsum;0;0;0;3;4;2;2;4
Egedal;9445;334;2;Svinemosevej;0;0;0;0;0;0;0;0
Egedal;9446;334;2;Thorkildgårdsvej;0;0;0;0;0;0;0;7
Egedal;9447;334;2;Valmuevej;4;7;3;27;1;14;2;4
Egedal;9448;334;2;Slagslunde Bygade;0;3;0;1;0;2;0;5
Egedal;9449;334;2;Langtoften;0;0;5;3;8;6;4;4
Egedal;9450;334;2;Mosevej;6;5;14;15;10;9;2;7
Egedal;9451;334;2;Farumvej;7;0;9;2;7;4;5;7
Egedal;9453;334;2;Undinevej;0;0;3;0;6;0;3;1
Egedal;9454;334;2;Nyvangs Allé;0;0;0;0;0;3;0;0
Egedal;9455;334;2;Farumvej 127;0;0;0;0;0;0;0;0
Egedal;9456;334;2;Skovgaard;0;0;2;0;0;0;2;3
Egedal;9457;334;2;Kalkgården;0;3;3;0;4;0;3;0
Egedal;9458;334;2;Christianshøjvej;0;0;2;0;0;0;6;0
Furesø;9459;334;2;Ganløsevej;7;3;9;3;7;6;8;0
Furesø;9460;334;2;Hestegangen;7;0;8;2;11;2;9;0
Furesø;9461;333;1;Akacietorvet;14;10;15;5;20;8;16;3
Furesø;9461;334;2;Akacietorvet;21;0;13;4;16;0;6;2
Furesø;9462;333;1;Fredtofteparken;2;3;10;3;7;9;6;3
Furesø;9462;334;2;Fredtofteparken;3;0;5;3;8;0;3;5
Furesø;9464;332;1;Farum st.;112;116;121;180;96;109;109;70
Furesø;9464;333;1;Farum st.;175;141;242;179;183;125;151;139
Egedal;9465;358;1;Stenløse st.;1;100;1;100;1;112;0;67
Egedal;9465;358;2;Stenløse st.;93;0;89;0;84;4;36;3
Allerød;9467;336;1;Allerød st.;88;330;99;309;104;275;76;215
Allerød;9467;381;2;Allerød st.;277;1;266;2;278;0;209;0
Allerød;9467;385;2;Allerød st.;106;110;70;119;104;87;70;33
Allerød;9467;55E;1;Allerød st.;189;0;181;1;170;2;96;0
Furesø;9468;335;1;Farum st.;0;124;0;146;0;146;0;95
Furesø;9468;335;2;Farum st.;91;0;132;1;108;0;85;0
Furesø;9469;334;1;Farum st.;41;100;65;115;52;75;45;83
Furesø;9471;332;1;Stavnsholtskolen;34;53;41;42;53;58;29;72
Furesø;9472;332;1;Solhøjpark;16;11;15;13;19;28;10;32
Furesø;9473;332;1;Hesselbækpark;35;36;41;28;33;18;30;32
Furesø;9474;332;1;Lyngholmskolen, (Farum øst);18;45;87;43;45;26;25;33
Furesø;9475;332;1;Bavnebjærgspark;44;22;33;27;27;13;7;12
Furesø;9476;332;1;Bybækpark;14;2;22;8;25;5;8;6
Furesø;9477;332;1;Marie Kruses Skole;15;3;7;3;2;3;8;3
Furesø;9478;332;1;Bybækhallen;4;44;11;50;5;48;2;39
Rudersdal;9479;334;1;Kongevejen;2;12;1;13;3;7;1;13
Rudersdal;9480;334;1;Rønnebærvej;2;9;5;4;2;3;0;6
Rudersdal;9481;334;1;Vasevej 43;2;0;0;0;0;1;0;0
Rudersdal;9482;334;1;Granbakken;3;12;4;12;5;18;5;30
Rudersdal;9483;334;1;Bistrupgårdsvej;3;36;5;40;2;37;5;13
Rudersdal;9485;334;1;Abildgårdsparken;2;11;1;7;2;11;0;9
Furesø;9486;334;1;Hesselbækgård;5;7;5;2;1;1;1;2
Furesø;9487;334;1;Damgård;0;0;4;0;3;0;0;0
Furesø;9488;334;1;Bistrupvej;0;0;0;1;0;0;1;0
Furesø;9490;334;1;Ellegård;41;7;12;22;17;10;15;6
Furesø;9491;334;1;Stavnsholtvænge;6;7;20;11;15;0;21;8
Furesø;9492;334;1;Tjørnevænget;8;18;12;12;4;8;23;9
Furesø;9493;334;1;Stavnsholtkirken;10;18;53;18;49;10;28;2
Furesø;9494;334;1;Farum Bytorv;11;26;21;44;36;40;38;45
Furesø;9495;334;2;Farum st.;57;65;115;66;60;46;67;14
Furesø;9496;333;1;Farum Gydevej;1;0;0;3;1;2;0;5
Furesø;9497;333;1;Kærvej;10;1;12;10;3;11;13;9
Furesø;9498;333;1;Idrætsvænget;29;17;22;34;26;24;6;24
Furesø;9499;333;1;Dyssevangen;10;0;15;4;5;1;9;1
Frederikssund;9500;312;1;Sundbyvej;1;10;3;11;1;10;1;7
Frederikssund;9503;312;1;Store Rørbæk;10;22;10;34;19;16;14;21
Frederikssund;9504;312;1;Svestrupvej;0;1;1;2;0;2;1;2
Egedal;9509;312;2;Søholmvej;2;1;1;0;1;0;1;1
Frederikssund;9510;312;2;Svestrupvej;2;1;1;1;1;2;0;2
Frederikssund;9511;312;2;Store Rørbæk;18;17;16;18;14;12;13;13
Glostrup;9512;142;1;Ejby Sommerby;9;2;13;4;7;1;7;1
Glostrup;9512;142;2;Ejby Sommerby;6;13;2;9;2;10;3;7
Furesø;9513;333;1;Ganløsevej;13;0;34;3;27;1;30;6
Furesø;9514;333;1;Nordtoftevej;14;8;20;0;15;0;11;2
Rudersdal;9516;334;2;Vasevej;32;0;18;0;1;0;14;15
Rudersdal;9516;385;2;Vasevej;2;3;0;0;1;3;11;0
Rudersdal;9516;94N;1;Vasevej;0;0;0;0;0;0;0;0
Furesø;9517;333;1;Nordtoftevej;9;15;1;11;1;26;5;9
Furesø;9518;333;1;Ganløsevej;10;39;3;58;9;29;6;39
Tårnby;952;34;2;Amager Landevej;4;1;11;8;13;2;15;0
Furesø;9524;334;2;Farum Bytorv;11;13;31;18;21;18;32;20
Halsnæs;9525;320R;1;Sandkroen;1;7;2;10;4;9;3;1
Tårnby;953;34;2;Løjtegårdsskolen;4;0;3;0;12;1;8;6
Halsnæs;9530;320R;1;Fuglehalvej;2;5;2;10;2;9;0;0
Halsnæs;9531;320R;1;Kildebakkerne;3;5;12;7;5;2;0;0
Halsnæs;9532;320R;1;Birkebakkerne;1;0;7;1;3;1;0;0
Halsnæs;9533;320R;1;Anekærvej;2;4;1;8;1;8;2;0
Halsnæs;9534;320R;1;Strandsegårdsvej;4;2;5;3;9;8;1;2
Halsnæs;9535;320R;1;Kildehøjvej;2;1;6;7;1;5;0;1
Halsnæs;9536;320R;1;Myrbjergvej;0;0;1;0;0;2;0;0
Frederikssund;9538;320R;1;Frederikssund st.;1;174;1;186;1;209;0;72
Frederikssund;9538;320R;2;Frederikssund st.;181;1;233;0;191;1;73;1
Frederikssund;9539;325;2;Højvang;2;1;1;2;1;1;1;1
Tårnby;954;34;2;Amagerhallen;23;5;28;5;17;2;34;4
Halsnæs;9541;320R;2;Myrbjergvej;3;1;3;0;1;0;0;1
Halsnæs;9542;320R;2;Kildehøjvej;5;1;5;8;6;2;2;1
Halsnæs;9543;320R;2;Strandsegårdsvej;6;4;3;5;4;2;6;1
Halsnæs;9544;320R;2;Anekærvej;1;1;2;4;2;1;1;0
Halsnæs;9545;320R;2;Birkebakkerne;1;4;1;4;0;2;0;0
Halsnæs;9546;320R;2;Kildebakkerne;4;10;4;11;1;2;1;2
Halsnæs;9547;320R;2;Fuglehalvej;1;0;0;1;2;4;0;1
Halsnæs;9549;326;1;Kærmindebakken;0;1;0;1;1;1;0;0
Tårnby;955;34;2;Tårnby Plejehjem;10;0;13;0;9;0;14;0
Frederikssund;9561;311;1;Drosselvej;0;14;1;12;4;12;1;4
Frederikssund;9562;311;1;Drosselvej;9;0;9;3;4;1;4;0
Egedal;9571;312;1;Søholmvej;1;1;1;1;0;1;1;0
Egedal;9572;312;1;Lærkevej;10;7;11;5;9;5;6;1
Egedal;9573;312;1;Rørsangervej;17;4;21;5;26;7;21;5
Egedal;9574;312;1;Solsikkevej;8;2;9;3;7;2;9;1
Egedal;9575;312;1;Astersvej;13;1;16;2;13;0;7;1
Egedal;9576;312;1;Fyrrevej;10;0;14;2;10;1;8;1
Egedal;9577;312;1;Tusindfrydvej;8;4;9;1;6;4;7;1
Egedal;9580;312;1;Ølstykke st.;72;75;80;91;61;91;53;64
Egedal;9582;312;1;Hampeland skolen;6;12;13;12;24;8;5;5
Egedal;9583;312;1;Løven;6;4;6;6;5;7;7;4
Egedal;9584;312;1;Københavnsvej;6;16;7;15;7;10;5;12
Egedal;9585;312;1;Ølstykke Kirke;8;8;7;10;5;6;5;6
Egedal;9586;312;1;Kildegårdsvej;6;7;6;7;8;5;4;6
Egedal;9586;314;1;Kildegårdsvej;2;1;1;1;0;0;1;1
Egedal;9587;312;1;Stengårdsskolen;17;25;16;12;11;15;25;7
Egedal;9587;314;1;Stengårdsskolen;5;1;5;5;4;1;6;1
Egedal;9588;314;1;Vølundsvej;2;3;4;0;0;0;8;0
Egedal;9588;358;1;Vølundsvej;3;3;2;6;7;2;1;2
Egedal;9589;314;1;Normannervej;5;0;9;0;5;0;2;0
Egedal;9589;358;1;Normannervej;5;2;5;2;6;2;2;0
Egedal;9590;314;1;Krogholmvej;1;0;1;0;2;0;2;0
Egedal;9590;358;1;Krogholmvej;3;0;5;1;3;1;1;0
Egedal;9591;312;1;Stenløse st.;0;106;0;128;0;103;0;103
Egedal;9591;312;2;Stenløse st.;152;1;161;0;132;0;109;0
Egedal;9591;314;1;Stenløse st.;57;37;77;51;22;32;38;44
Egedal;9591;314;2;Stenløse st.;62;53;67;61;54;42;44;53
Egedal;9591;334;1;Stenløse st.;0;47;0;37;0;44;0;37
Egedal;9591;334;2;Stenløse st.;68;0;100;0;103;0;64;0
Egedal;9592;314;2;Krogholmvej;0;4;1;6;0;5;0;4
Egedal;9592;358;2;Krogholmvej;2;2;2;1;2;1;0;0
Egedal;9593;314;2;Normannervej;3;12;3;7;2;8;3;4
Egedal;9593;358;2;Normannervej;4;3;3;3;1;3;0;1
