Kommune;Stopnr;Linje;Retn.;Stopnavn;På_201902;Af_201902;På_201903;Af_201903;På_202002;Af_202002;På_202003;Af_202003
Høje-Taastrup;4064;93N;2;Høje Taastrup Gade;1;2;1;1;0;0;0;0
Hvidovre;407;1A;1;Oppegårdsvej;72;23;82;33;66;26;43;12
Hvidovre;407;200S;1;Oppegårdsvej;58;67;35;76;18;50;20;34
Hvidovre;407;22;2;Oppegårdsvej;31;14;26;8;28;11;19;14
Høje-Taastrup;4070;116;1;Lilleager;;;;;5;10;4;6
Høje-Taastrup;4071;116;1;Baldersstien;;;;;14;27;11;20
Høje-Taastrup;4072;116;1;Baldersbo;;;;;27;21;20;13
Høje-Taastrup;4073;116;1;Storager;;;;;0;2;0;1
Høje-Taastrup;4073;123;2;Storager;50;111;42;147;70;131;28;64
Høje-Taastrup;4073;93N;2;Storager;0;1;1;0;0;0;1;0
Høje-Taastrup;4074;116;1;Hedehusene Skole;;;;;5;5;3;3
Høje-Taastrup;4074;123;2;Hedehusene Skole;15;33;6;62;19;54;12;21
Høje-Taastrup;4074;93N;2;Hedehusene Skole;0;1;0;3;0;3;0;0
Høje-Taastrup;4075;116;1;Kallerupvej;;;;;1;12;0;9
Høje-Taastrup;4075;123;2;Kallerupvej;27;89;10;82;23;81;20;60
Høje-Taastrup;4075;93N;2;Kallerupvej;0;1;0;0;0;0;0;0
Høje-Taastrup;4077;116;1;Hulkærvej;;;;;2;4;1;3
Høje-Taastrup;4078;116;1;Hedekæret;;;;;4;7;2;5
Høje-Taastrup;4079;116;1;Skelvej;;;;;7;9;5;10
Høje-Taastrup;4080;115;2;Bøgevang;;;;;7;1;8;1
Høje-Taastrup;4081;115;2;Birkevang;;;;;2;2;3;2
Høje-Taastrup;4082;115;2;Hovmarken;;;;;4;0;4;0
Høje-Taastrup;4083;115;2;Bavneåsen;;;;;6;2;5;1
Høje-Taastrup;4084;115;2;Hedevej;;;;;7;2;6;1
Høje-Taastrup;4085;115;2;Skelvej;;;;;8;3;8;2
Høje-Taastrup;4086;115;2;Hedekæret;;;;;14;2;15;2
Høje-Taastrup;4087;115;2;Hulkærvej;;;;;1;2;1;1
Høje-Taastrup;4088;116;1;Hedehusene st.;;;;;72;20;51;13
#I/T;4089;115;2;Kallerupvej;;;;;0;0;;
#I/T;4089;123;1;Kallerupvej;34;10;39;9;3;1;;
#I/T;4089;93N;1;Kallerupvej;0;0;0;0;0;0;;
Hvidovre;409;1A;1;Hvidovre Hospital;310;38;378;55;274;64;159;31
Hvidovre;409;200S;1;Hvidovre Hospital;117;167;111;180;94;100;58;79
Hvidovre;409;22;2;Hvidovre Hospital;59;60;73;45;97;29;71;31
Høje-Taastrup;4090;115;2;Hedehusene Skole;;;;;6;2;7;2
Høje-Taastrup;4090;123;1;Hedehusene Skole;40;19;41;26;55;19;56;17
Høje-Taastrup;4090;93N;1;Hedehusene Skole;0;0;0;0;1;0;0;0
Høje-Taastrup;4091;115;2;Baldersbo;;;;;55;20;61;21
Høje-Taastrup;4092;115;2;Baldersstien;;;;;19;10;20;9
Høje-Taastrup;4093;115;2;Lilleager;;;;;6;7;6;7
Høje-Taastrup;4095;123;1;Høje Taastrup Gade;14;11;9;22;25;7;7;2
Høje-Taastrup;4095;93N;1;Høje Taastrup Gade;0;0;0;0;0;0;0;0
Høje-Taastrup;4097;123;1;Gregersensvej;2;13;0;25;1;8;1;6
Høje-Taastrup;4097;93N;1;Gregersensvej;0;0;0;0;0;0;0;0
Høje-Taastrup;4098;123;1;Høje Taastrup Rådhus;4;30;15;29;19;26;6;29
Høje-Taastrup;4098;127;1;Høje Taastrup Rådhus;1;3;0;19;0;2;0;2
Høje-Taastrup;4098;400;1;Høje Taastrup Rådhus;0;2;0;1;0;2;0;1
Høje-Taastrup;4098;93N;1;Høje Taastrup Rådhus;0;0;0;0;0;1;0;0
Stevns;40982;252;1;Ll. Heddinge, Boesdalsvej;1;0;1;2;4;8;7;2
Stevns;40983;252;2;Ll. Heddinge, Boesdalsvej;0;0;4;5;0;3;0;0
Stevns;40983;255;1;Ll. Heddinge, Boesdalsvej;0;0;0;0;;;;
Brøndby;41;300S;1;Park Allé;40;82;50;91;40;86;22;52
Hvidovre;410;22;2;Hvidovre Privatskole;5;7;4;9;2;6;3;6
Høje-Taastrup;4102;224;2;Åsingsvej;;;;;2;0;3;2
Høje-Taastrup;4103;224;2;Frederiksvej;;;;;2;3;1;2
Høje-Taastrup;4104;224;2;Fakkelvænget;;;;;1;3;0;0
Stevns;41043;252;2;Langekærvej;1;0;3;2;1;0;6;2
Høje-Taastrup;4105;224;2;Hedeland;;;;;0;3;0;1
Høje-Taastrup;4106;224;2;Solvang;;;;;2;23;2;6
Høje-Taastrup;4108;224;2;Reerslev Skole;;;;;5;37;2;10
Hvidovre;411;1A;1;Arnold Nielsens Boulevard;295;78;321;70;211;66;115;33
Hvidovre;411;22;2;Arnold Nielsens Boulevard;49;27;52;18;48;17;36;18
Greve;4114;600S;2;Pilevej;38;44;51;51;48;29;11;25
Greve;4116;224;2;Tune Center;;;;;15;10;15;6
Greve;4116;600S;2;Tune Center;53;77;52;62;42;57;37;53
Greve;4119;224;1;Tune Kirke;;;;;6;11;4;5
Greve;4119;600S;1;Tune Kirke;22;68;24;53;36;64;19;30
Hvidovre;412;132;2;Høvedstensvej;21;30;24;73;18;58;18;38
Hvidovre;412;133;1;Høvedstensvej;11;20;13;28;10;25;13;2
Greve;4120;224;1;Tune Center;;;;;8;18;5;12
Greve;4120;600S;1;Tune Center;80;60;83;67;72;53;32;30
Greve;4122;600S;1;Pilevej;39;29;52;44;52;48;23;15
Stevns;41243;251;2;Vink - Gjorslev;0;1;0;1;0;0;0;0
Stevns;41243;255;1;Vink - Gjorslev;0;0;0;0;;;;
Stevns;41244;251;1;Vink - Gjorslev;1;1;1;1;0;0;0;0
Hvidovre;413;132;2;Hvidovre Rådhus;83;91;85;68;50;76;17;49
Hvidovre;413;200S;1;Hvidovre Rådhus;125;105;84;107;99;35;45;48
Høje-Taastrup;4131;224;1;Hedeland;;;;;4;1;4;2
Høje-Taastrup;4133;224;1;Gammel Søvej;;;;;3;4;0;2
Høje-Taastrup;4134;224;1;Åsingsvej;;;;;0;4;0;3
Rødovre;4136;13;2;Randrupvej;14;20;18;27;;;;
Rødovre;4136;132;1;Randrupvej;9;18;19;5;13;15;17;19
Rødovre;4136;6A;2;Randrupvej;55;128;37;131;;;;
Rødovre;4136;7A;2;Randrupvej;;;;;56;112;26;68
Rødovre;4136;93N;2;Randrupvej;0;2;0;0;0;0;0;1
Stevns;41361;252;1;Hellested;0;11;1;12;2;8;0;1
Stevns;41361;255;1;Hellested;0;0;0;6;;;;
Stevns;41362;252;2;Hellested;16;0;8;1;11;2;17;0
Stevns;41363;252;1;Hellested Friskole;13;14;15;20;12;4;21;7
Stevns;41363;255;1;Hellested Friskole;0;4;0;0;;;;
Stevns;41365;252;2;Hellested Friskole;11;6;33;8;10;10;16;6
Rødovre;4137;6A;2;Ørbygård;17;110;6;89;;;;
Rødovre;4137;7A;2;Ørbygård;;;;;20;110;17;60
Rødovre;4137;93N;2;Ørbygård;0;0;0;0;0;0;0;0
Rødovre;4138;13;2;Tårnvej;;;;;27;13;19;17
Rødovre;4138;93N;2;Tårnvej;1;0;1;0;1;6;1;3
Rødovre;4138;9A;2;Tårnvej;159;74;124;86;;;;
Stevns;41387;251;1;Holtug Bygade;7;4;6;6;11;8;8;2
Stevns;41388;251;2;Holtug Bygade;3;8;4;11;7;12;7;10
Stevns;41388;255;1;Holtug Bygade;0;0;0;0;;;;
Stevns;41389;251;1;Holtug Kirke;3;3;2;2;2;5;3;2
Rødovre;4139;13;2;Brandholms Allé;;;;;18;28;22;26
Rødovre;4139;93N;2;Brandholms Allé;0;0;0;0;1;0;0;0
Rødovre;4139;9A;2;Brandholms Allé;55;87;76;97;;;;
Stevns;41390;251;2;Holtug Kirke;4;3;2;6;4;4;4;4
Stevns;41390;255;1;Holtug Kirke;0;0;0;0;;;;
Hvidovre;414;132;2;Brostykkevej;71;70;89;90;59;92;36;59
Hvidovre;414;200S;1;Brostykkevej;103;150;96;127;155;107;64;51
Rødovre;4140;13;2;Vestbadet;;;;;35;49;20;20
Rødovre;4140;93N;2;Vestbadet;0;0;0;0;0;0;0;0
Rødovre;4140;9A;2;Vestbadet;65;146;64;145;;;;
Brøndby;4141;93N;2;Korsdalsvej;0;0;0;0;0;4;1;2
Brøndby;4141;9A;2;Korsdalsvej;85;120;102;109;126;190;67;97
Brøndby;4142;93N;2;Voldgaden;2;0;3;0;0;0;0;1
Brøndby;4142;9A;2;Voldgaden;47;52;64;63;74;54;36;33
Glostrup;4143;93N;2;Paul Bergsøes Vej;1;0;1;0;0;3;0;3
Glostrup;4143;9A;2;Paul Bergsøes Vej;139;178;141;191;134;168;93;136
Glostrup;4144;166;1;Byparken;20;15;34;12;30;38;20;22
Glostrup;4144;93N;2;Byparken;0;0;1;2;0;10;1;1
Glostrup;4144;9A;2;Byparken;78;106;79;108;74;84;41;51
Glostrup;4145;166;1;Glostrup Skole, Søndervang;0;0;0;0;9;14;4;18
Glostrup;4145;93N;2;Glostrup Skole, Søndervang;0;0;0;0;0;3;0;0
Glostrup;4145;9A;2;Glostrup Skole, Søndervang;40;69;25;51;25;42;19;56
Glostrup;4146;166;1;Glostrup Centret;0;23;0;18;19;67;17;51
Glostrup;4146;9A;2;Glostrup Centret;1;5;1;69;5;42;1;39
Glostrup;4147;9A;1;Glostrup st.;998;3;1003;10;951;4;568;5
Glostrup;4147;9A;2;Glostrup st.;7;1162;3;1092;6;1010;3;618
Glostrup;4148;123;2;Sportsvej;82;157;56;191;74;140;48;87
Glostrup;4149;123;2;Herstedøstervej;42;193;53;214;33;188;19;83
Hvidovre;415;132;2;Antvorskovvej;37;12;45;22;31;28;12;14
Albertslund;4150;123;2;Roholmsvej;50;76;46;134;47;82;30;57
Albertslund;4151;123;2;Rønne Alle;8;35;25;28;13;22;6;28
Albertslund;4152;123;2;Albertslundvej;28;30;49;29;35;30;20;18
Albertslund;4153;123;2;Herstedlund Skole;24;42;20;55;19;53;15;39
Albertslund;4154;123;2;Vridsløsevej;88;88;82;93;91;78;45;38
Albertslund;4154;93N;2;Vridsløsevej;0;1;1;1;1;0;1;1
Stevns;41540;251;1;Magleby v købmand;5;10;3;10;9;6;7;7
Stevns;41541;251;2;Magleby v Toften;15;4;11;4;12;5;8;3
Stevns;41541;255;1;Magleby v Toften;0;0;0;0;;;;
Stevns;41542;251;2;Maglebyvej;2;1;3;0;2;0;3;0
Stevns;41542;255;1;Maglebyvej;0;0;0;0;;;;
Stevns;41543;251;1;Maglebyvej;0;4;1;4;1;5;1;3
Albertslund;4156;123;2;Store Vejleå;0;0;0;1;5;2;5;4
Albertslund;4156;93N;2;Store Vejleå;0;0;0;0;0;0;0;0
Høje-Taastrup;4159;123;2;Taastrup st.;217;72;260;53;216;75;121;50
Høje-Taastrup;4159;93N;2;Taastrup st.;2;2;5;1;3;0;2;5
Hvidovre;416;132;2;Catherine Booths Vej;5;12;9;19;1;7;3;7
Høje-Taastrup;4162;127;1;Borgerskolen;7;39;2;37;11;11;11;12
Høje-Taastrup;4163;123;2;Espens Vænge;121;67;146;90;118;53;47;25
Høje-Taastrup;4163;93N;2;Espens Vænge;0;2;0;0;5;0;0;0
Høje-Taastrup;4164;123;2;Kuldyssen;105;59;159;89;144;74;78;45
Høje-Taastrup;4164;93N;2;Kuldyssen;0;0;0;0;0;0;1;0
Høje-Taastrup;4165;114;2;City 2;;;;;0;0;0;0
Høje-Taastrup;4165;120;2;City 2;7;23;9;32;1;11;1;7
Høje-Taastrup;4165;123;2;City 2;84;105;101;140;49;89;19;49
Høje-Taastrup;4165;400;2;City 2;3;7;3;9;;;;
Høje-Taastrup;4165;400S;2;City 2;91;146;79;134;;;;
Høje-Taastrup;4165;93N;2;City 2;0;3;1;6;0;0;0;2
Høje-Taastrup;4166;119;1;Høje Taastrup st.;0;0;0;0;2;0;0;0
Høje-Taastrup;4166;119;2;Høje Taastrup st.;0;0;0;76;0;0;0;0
Høje-Taastrup;4166;400;2;Høje Taastrup st.;34;60;22;57;36;45;13;23
Høje-Taastrup;4166;400S;2;Høje Taastrup st.;606;467;743;501;554;431;312;245
Høje-Taastrup;4167;123;2;Topager;67;176;102;265;45;154;27;80
Høje-Taastrup;4167;93N;2;Topager;2;2;0;0;0;0;0;0
Høje-Taastrup;4168;123;2;Hedehusene st.;139;177;228;212;152;161;76;94
Høje-Taastrup;4168;93N;2;Hedehusene st.;0;0;0;2;0;8;1;1
Høje-Taastrup;4169;123;2;Rockwools Fabrik;18;55;14;68;19;45;8;15
Høje-Taastrup;4169;93N;2;Rockwools Fabrik;0;0;0;0;0;0;0;0
Hvidovre;417;132;2;Paris Boulevard;8;34;6;69;0;30;2;14
Høje-Taastrup;4171;123;2;Hedelandsvej;0;2;0;0;0;4;1;1
Høje-Taastrup;4171;93N;2;Hedelandsvej;0;0;0;0;0;0;0;0
Roskilde;4173;123;2;Lykkegårdsvej;9;27;17;58;17;36;18;15
Roskilde;4173;93N;2;Lykkegårdsvej;1;0;0;0;0;3;0;0
Roskilde;4174;123;2;Marbjergvej;21;29;24;60;36;26;27;18
Roskilde;4174;93N;2;Marbjergvej;0;0;0;0;0;0;0;0
Roskilde;4175;123;2;Undervisningscenter;20;13;16;4;25;5;15;7
Roskilde;4175;93N;2;Undervisningscenter;0;0;0;0;0;0;0;0
Roskilde;4176;123;2;Navervej;31;56;44;37;33;14;21;14
Roskilde;4176;93N;2;Navervej;0;0;0;0;0;0;0;1
Roskilde;4177;123;2;Østre Ringvej;30;32;28;38;34;20;18;10
Roskilde;4177;93N;2;Østre Ringvej;0;2;0;2;0;0;0;2
Roskilde;4178;123;2;Hedevænget;90;29;84;45;82;43;42;22
Roskilde;4178;206;2;Hedevænget;17;3;19;4;17;1;5;3
Roskilde;4178;93N;2;Hedevænget;0;0;1;1;0;0;0;0
Roskilde;4179;123;2;Roskilde Postcenter;44;59;43;59;78;24;46;6
Roskilde;4179;93N;2;Roskilde Postcenter;0;0;0;0;0;0;0;0
Hvidovre;418;200S;2;Friheden st.;593;163;688;149;756;172;398;105
Roskilde;4180;123;2;Ro's Torv;142;110;137;128;184;153;88;66
Roskilde;4180;206;2;Ro's Torv;36;12;36;16;31;17;12;9
Roskilde;4180;220;2;Ro's Torv;84;66;62;60;60;83;45;56
Roskilde;4180;600S;1;Ro's Torv;210;202;189;213;216;186;108;87
Roskilde;4180;93N;2;Ro's Torv;0;0;0;0;0;0;0;0
Roskilde;4181;123;2;Kong Valdemars Vej;15;58;1;36;6;65;6;39
Roskilde;4181;206;2;Kong Valdemars Vej;1;11;1;19;3;14;0;3
Roskilde;4181;216;2;Kong Valdemars Vej;0;11;0;11;0;35;0;11
Roskilde;4181;358;2;Kong Valdemars Vej;0;21;0;20;0;18;0;10
Roskilde;4184;123;1;Ro's Torv;217;245;197;235;179;238;79;103
Roskilde;4184;206;1;Ro's Torv;18;28;25;26;19;34;1;10
Roskilde;4184;220;1;Ro's Torv;77;31;61;37;76;38;50;30
Roskilde;4184;600S;2;Ro's Torv;216;163;186;145;273;148;132;46
Roskilde;4184;93N;1;Ro's Torv;0;0;0;0;0;0;0;0
Roskilde;4185;123;1;Hedevænget;41;79;53;95;22;88;11;49
Roskilde;4185;206;1;Hedevænget;1;11;1;11;1;14;0;7
Roskilde;4185;206;2;Hedevænget;;;;;;;1;0
Roskilde;4185;93N;1;Hedevænget;0;0;0;0;0;0;0;0
Roskilde;4186;123;1;Hedeboparken;71;101;63;129;46;74;24;34
Roskilde;4186;93N;1;Hedeboparken;0;0;1;0;0;0;0;0
Roskilde;4187;123;1;Roskilde Postcenter;53;106;29;100;24;129;10;61
Roskilde;4187;93N;1;Roskilde Postcenter;2;0;0;0;0;0;0;0
Roskilde;4188;123;1;Navervej;36;28;42;48;23;25;13;12
Roskilde;4188;93N;1;Navervej;0;0;0;0;0;0;1;0
Roskilde;4189;123;1;Undervisningscenter;6;44;11;69;7;33;6;25
Roskilde;4189;93N;1;Undervisningscenter;0;0;0;0;0;0;0;0
Hvidovre;419;132;1;Paris Boulevard;37;8;30;2;18;1;19;0
Roskilde;4190;123;1;Marbjergvej;46;37;50;30;28;33;17;16
Roskilde;4190;93N;1;Marbjergvej;0;0;0;0;0;0;0;0
Roskilde;4191;123;1;Lykkegårdsvej;2;21;8;9;7;14;4;13
Roskilde;4191;93N;1;Lykkegårdsvej;0;0;0;1;0;0;0;0
Høje-Taastrup;4193;123;1;Hedelandsvej;50;14;83;9;35;15;19;13
Høje-Taastrup;4193;93N;1;Hedelandsvej;0;0;1;0;0;0;0;0
Høje-Taastrup;4194;123;1;Rockwools Kontor;10;12;11;9;10;6;6;3
Høje-Taastrup;4194;93N;1;Rockwools Kontor;0;0;0;0;0;0;0;0
Høje-Taastrup;4195;123;1;Rockwools Fabrik;26;23;48;35;29;7;16;7
Høje-Taastrup;4195;93N;1;Rockwools Fabrik;0;0;0;0;0;0;0;0
Høje-Taastrup;4196;123;1;Hedehusene st.;244;177;260;237;255;194;153;102
Høje-Taastrup;4196;93N;1;Hedehusene st.;0;0;0;0;0;0;1;0
Høje-Taastrup;4197;123;1;Storager;128;66;139;53;139;47;86;23
Høje-Taastrup;4197;93N;1;Storager;0;0;0;0;0;0;0;0
Høje-Taastrup;4198;123;1;Topager;226;82;230;81;187;62;104;40
Høje-Taastrup;4198;93N;1;Topager;1;3;2;0;0;0;0;0
Høje-Taastrup;4199;119;1;Høje Taastrup st.;179;121;179;121;149;104;64;21
Høje-Taastrup;4199;119;2;Høje Taastrup st.;150;173;149;13;147;132;66;86
Brøndby;42;300S;1;Knudslundvej;19;61;21;54;18;43;15;46
Hvidovre;420;132;1;Catherine Booths Vej;5;3;3;1;6;3;8;1
Høje-Taastrup;4200;114;1;City 2;;;;;0;0;0;0
Høje-Taastrup;4200;120;1;City 2;20;8;34;7;12;7;0;0
Høje-Taastrup;4200;123;1;City 2;95;128;109;117;96;126;62;46
Høje-Taastrup;4200;400;1;City 2;5;4;8;7;7;3;1;3
Høje-Taastrup;4200;400S;1;City 2;119;127;132;117;100;119;45;40
Høje-Taastrup;4200;93N;1;City 2;1;1;0;0;0;0;0;0
Stevns;42016;251;2;Præstevænget;6;0;7;0;6;1;5;0
Stevns;42016;255;1;Præstevænget;0;0;0;0;;;;
Stevns;42017;251;1;Præstevænget;0;6;0;7;0;6;1;3
Stevns;42017;251;2;Præstevænget;1;0;0;0;0;0;1;1
Stevns;42018;251;1;St. Heddinge st.;0;9;0;6;0;10;0;6
Stevns;42018;251;2;St. Heddinge st.;31;12;28;15;38;12;42;24
Høje-Taastrup;4202;123;1;Kuldyssen;100;139;87;139;84;118;45;76
Høje-Taastrup;4202;93N;1;Kuldyssen;1;0;1;0;1;0;2;0
Høje-Taastrup;4203;123;1;Espens Vænge;65;86;45;88;61;76;37;49
Høje-Taastrup;4203;93N;1;Espens Vænge;5;2;0;12;1;0;1;1
Stevns;42031;251;1;Stevns Kommune;9;23;12;19;6;33;7;21
Stevns;42031;251;2;Stevns Kommune;0;3;0;3;0;4;1;2
Stevns;42031;252;2;Stevns Kommune;0;0;0;0;1;0;0;0
Høje-Taastrup;4206;123;1;Taastrup st.;95;177;81;178;96;156;56;109
Høje-Taastrup;4206;93N;1;Taastrup st.;2;4;1;0;10;0;0;1
Stevns;42067;251;2;Stevns Kommune;20;0;22;0;24;1;22;1
Stevns;42067;252;1;Stevns Kommune;0;0;0;0;0;0;0;0
Stevns;42067;255;1;Stevns Kommune;0;0;0;0;;;;
Albertslund;4209;123;1;Store Vejleå;4;3;4;4;2;5;3;1
Albertslund;4209;93N;1;Store Vejleå;0;0;0;0;0;0;0;0
Hvidovre;421;132;1;Brostykkevej;51;67;51;79;43;31;35;20
Hvidovre;421;200S;2;Brostykkevej;86;81;86;109;134;146;37;51
Albertslund;4210;123;1;Vridsløsestræde;22;18;11;14;14;10;8;6
Albertslund;4210;93N;1;Vridsløsestræde;0;0;0;0;0;0;0;0
Albertslund;4211;123;1;Vridsløsevej;79;76;79;45;64;65;41;41
Albertslund;4211;93N;1;Vridsløsevej;0;1;0;0;0;2;0;0
Albertslund;4212;123;1;Herstedlund Skole;61;27;68;51;70;26;35;13
Albertslund;4213;123;1;Albertslundvej;42;44;19;35;38;23;23;25
Stevns;42131;251;2;Tjørnehøjvej;1;2;4;4;0;0;1;1
Stevns;42131;255;1;Tjørnehøjvej;0;0;;;;;;
Albertslund;4214;123;1;Rønne Alle;27;16;26;15;24;9;14;4
Albertslund;4215;123;1;Roholmsvej;74;54;67;46;80;43;52;20
Glostrup;4216;123;1;Herstedøstervej;128;44;119;46;146;38;82;25
Glostrup;4217;123;1;Sportsvej;124;58;123;61;102;68;71;26
Glostrup;4217;93N;1;Sportsvej;1;0;1;0;1;0;1;0
Hvidovre;422;132;1;Strøbyvej;70;60;83;72;49;46;38;32
Glostrup;4220;166;2;Glostrup Skole, Søndervang;11;0;7;1;15;6;11;9
Glostrup;4220;93N;1;Glostrup Skole, Søndervang;0;0;0;0;0;0;0;0
Glostrup;4220;9A;1;Glostrup Skole, Søndervang;52;43;33;32;27;49;22;22
Glostrup;4221;93N;1;Byparken;2;0;2;0;0;0;1;0
Glostrup;4221;9A;1;Byparken;84;82;106;94;89;78;35;29
Glostrup;4222;93N;1;Paul Bergsøes Vej;1;0;0;0;2;0;0;0
Glostrup;4222;9A;1;Paul Bergsøes Vej;159;162;168;196;179;182;111;106
Brøndby;4223;93N;1;Voldgaden;0;0;0;0;0;0;1;0
Brøndby;4223;9A;1;Voldgaden;73;66;79;89;75;82;30;36
Brøndby;4224;13;1;Korsdalsvej;;;;;34;17;20;12
Brøndby;4224;93N;1;Korsdalsvej;2;0;2;0;5;2;2;2
Brøndby;4224;9A;1;Korsdalsvej;128;102;119;115;;;;
Rødovre;4225;13;1;Vestbadet;;;;;38;28;27;16
Rødovre;4225;93N;1;Vestbadet;0;0;0;0;0;0;0;0
Rødovre;4225;9A;1;Vestbadet;114;76;142;80;;;;
Rødovre;4226;13;1;Brandholms Allé;;;;;25;22;29;15
Rødovre;4226;93N;1;Brandholms Allé;0;1;0;1;0;0;0;0
Rødovre;4226;9A;1;Brandholms Allé;89;62;118;70;;;;
Rødovre;4227;6A;1;Tårnvej;237;33;180;25;;;;
Rødovre;4227;7A;1;Tårnvej;;;;;180;34;110;17
Rødovre;4227;93N;1;Tårnvej;1;0;1;0;0;0;0;0
Rødovre;4228;13;1;Ørbygård;23;11;28;13;;;;
Rødovre;4228;132;2;Ørbygård;16;36;11;31;11;29;12;17
Rødovre;4228;6A;1;Ørbygård;150;16;114;33;;;;
Rødovre;4228;7A;1;Ørbygård;;;;;118;28;80;15
Rødovre;4228;93N;1;Ørbygård;0;0;0;0;0;0;0;0
Rødovre;4229;13;1;Randrupvej;26;18;26;19;;;;
Rødovre;4229;132;2;Randrupvej;15;16;21;21;13;21;7;15
Rødovre;4229;6A;1;Randrupvej;118;57;109;65;;;;
Rødovre;4229;7A;1;Randrupvej;;;;;116;51;76;34
Rødovre;4229;93N;1;Randrupvej;0;0;2;2;0;0;1;0
Hvidovre;423;132;1;Hvidovre Rådhus;57;55;55;70;68;28;33;27
Hvidovre;423;200S;2;Hvidovre Rådhus;118;102;110;112;61;102;41;39
Roskilde;4232;201A;2;Rådmandshaven;16;23;25;36;20;20;14;21
Roskilde;4232;226;2;Rådmandshaven;0;0;5;0;2;1;3;0
Roskilde;4232;230R;2;Rådmandshaven;12;5;17;5;10;7;5;1
Roskilde;4232;231;2;Rådmandshaven;2;0;1;0;1;0;2;0
Roskilde;4232;240;2;Rådmandshaven;10;0;12;3;1;2;4;2
Roskilde;4232;93N;2;Rådmandshaven;;;;;;;0;0
Roskilde;4233;201A;2;Skovbovængets Allé;29;51;26;41;44;73;10;26
Roskilde;4233;226;2;Skovbovængets Allé;6;0;5;0;6;1;0;1
Roskilde;4233;230R;2;Skovbovængets Allé;39;11;51;12;98;13;19;18
Roskilde;4233;231;2;Skovbovængets Allé;10;0;0;2;3;1;6;2
Roskilde;4233;240;2;Skovbovængets Allé;55;5;73;9;21;6;18;6
Roskilde;4233;93N;2;Skovbovængets Allé;;;;;;;0;0
Roskilde;4234;201A;2;Møllehusvej;21;97;50;123;44;113;23;74
Roskilde;4234;226;2;Møllehusvej;0;3;3;8;0;4;2;4
Roskilde;4234;231;2;Møllehusvej;2;0;4;1;1;0;3;3
Roskilde;4234;93N;2;Møllehusvej;;;;;;;0;0
Roskilde;4235;201A;2;Neergårdsvej;7;146;8;180;11;142;4;84
Roskilde;4235;226;2;Neergårdsvej;0;3;0;3;1;7;0;3
Roskilde;4235;231;2;Neergårdsvej;0;0;1;1;0;1;0;2
Roskilde;4235;93N;2;Neergårdsvej;;;;;;;0;0
Roskilde;4236;201A;2;Fælledvej;23;219;15;283;11;255;10;147
Roskilde;4236;226;2;Fælledvej;0;7;0;8;1;7;0;5
Roskilde;4236;231;2;Fælledvej;5;0;2;1;3;1;1;1
Roskilde;4236;93N;2;Fælledvej;;;;;;;0;0
Roskilde;4237;201A;2;Katedralskolen;34;58;20;56;14;64;7;44
Roskilde;4237;226;2;Katedralskolen;3;0;10;3;3;2;6;3
Roskilde;4237;230R;2;Katedralskolen;67;85;64;123;57;236;51;51
Roskilde;4237;231;2;Katedralskolen;31;0;12;4;19;1;15;2
Roskilde;4237;93N;2;Katedralskolen;;;;;;;0;0
Roskilde;4238;201A;2;Gyldenkærnevej;3;41;1;56;3;45;0;27
Roskilde;4238;226;2;Gyldenkærnevej;0;6;0;4;0;1;0;0
Roskilde;4238;231;2;Gyldenkærnevej;0;0;0;1;0;0;0;0
Roskilde;4238;93N;2;Gyldenkærnevej;;;;;;;0;0
Roskilde;4239;226;2;Svogerslev;3;0;0;1;0;4;0;2
Roskilde;4239;230R;2;Svogerslev;13;25;12;26;9;23;6;21
Roskilde;4239;231;2;Svogerslev;0;0;0;3;1;3;2;2
Roskilde;4239;93N;2;Svogerslev;;;;;;;0;0
Hvidovre;424;132;1;Høvedstensvej;41;43;41;32;51;35;31;22
Hvidovre;424;133;2;Høvedstensvej;14;8;16;14;33;14;10;5
Roskilde;4240;226;2;Lyngageren;0;0;0;1;0;0;0;0
Roskilde;4240;230R;2;Lyngageren;4;3;16;1;2;3;1;1
Roskilde;4240;231;2;Lyngageren;0;0;1;1;0;0;1;0
Roskilde;4240;93N;2;Lyngageren;;;;;;;0;0
Roskilde;4241;226;2;Åbrinken;0;0;0;0;0;0;0;1
Roskilde;4241;230R;2;Åbrinken;0;2;0;2;0;4;0;1
Roskilde;4241;231;2;Åbrinken;0;2;0;1;0;0;0;0
Roskilde;4241;93N;2;Åbrinken;;;;;;;0;0
Lejre;4243;207;1;Gevninge, Brugsen;5;5;7;4;6;6;5;2
Lejre;4244;207;1;Nødager;4;0;5;1;3;1;2;0
Lejre;4245;207;1;Bausager;3;0;3;1;3;1;3;0
Lejre;4246;207;1;Oldvejsparken;28;2;31;2;28;2;24;4
Lejre;4246;207;2;Oldvejsparken;5;35;5;35;5;25;5;33
Lejre;4246;93N;2;Oldvejsparken;;;;;;;0;0
Lejre;4248;226;2;Lindenborg;0;3;0;7;0;3;0;3
Lejre;4248;230R;2;Lindenborg;3;23;2;27;3;14;0;6
Lejre;4248;231;2;Lindenborg;0;0;0;1;0;1;0;2
Hvidovre;425;1A;2;Arnold Nielsens Boulevard;99;356;115;342;84;191;64;125
Hvidovre;425;200S;2;Arnold Nielsens Boulevard;128;148;155;120;81;112;48;76
Hvidovre;425;22;1;Arnold Nielsens Boulevard;50;107;50;109;37;56;33;60
